date,url,tags,au_url,au_id,title,description,year
2013-10-15,flat-ui-and-forms,accessibility;interaction-design;usability,jessicaenders,Jessica Enders,Flat UI and Forms,"Though some decry flat user interfaces as pure fashion, or as the obvious response to skeuomorphic trends, many designers have embraced the flat approach because the reduction in visual styling (such as gradients, drop shadows, and borders) creates interfaces that feel simpler and cleaner. Trouble is, most flat UIs are built with a focus on the provision of content, with transactional components (i.e., forms) receiving very little attention. So what happens when flat UIs and forms collide? User experiences can, and often do, suffer. Keep your flat forms from failing by using controlled redundancy to communicate difference.",2013
2013-10-03,/column/performance-matters,code;browsers;javascript;workflow-tools,W3C,The W3C,Performance Matters,"Web performance depends on much more than JavaScript optimization. Fortunately, the W3C’s Web Performance Working Group has given rise to new APIs that help developers measure performance more accurately and write faster web apps.",2013
2013-09-24,sustainable-web-design,application-development;state-of-the-web,jchristie,James Christie,Sustainable Web Design,"Do you know your website’s carbon footprint? Or how to lower it? Emissions standards have been set for the automotive, construction, and telecommunications industries, yet the internet’s carbon footprint is growing out of control: a whopping 830 million tons of CO2 annually—larger than that of the entire aviation industry. At least 40 percent of that falls partially under the responsibility of people who make websites. It’s time for web designers to do our part. James Christie explains how to slim our obese websites and simultaneously attack our industry’s carbon footprint, using methods that conveniently dovetail with good business practice and future-friendly design.",2013
2013-09-24,the-web-runs-on-electricity-and-were-running-out,state-of-the-web;web-strategy,Dorian,Dorian Peters,The Web Runs on Electricity and We’re Running Out,"It’s a humbling thought, but as web professionals, nothing we create actually exists when the power goes out. As we increase the number of devices in our world, planning for a connected web of things in hopes that the poor will be liberated, education will be free, and our fridges will tell us we’re out of lettuce, we fail to acknowledge that we scarcely have enough fossil fuels to maintain the current state for long. Web designers need to be part of the solution—and the situation is more hopeful than you may think. Dorian Peters shows how we can exercise the surprising power that lies in seemingly small designerly decisions to help our industry not only survive, but create positive impact worldwide.",2013
2013-09-19,/column/pricing-underpins-everything-you-do,business,rachelandrew,Rachel Andrew,Pricing Underpins Everything You Do,The combination of your business offering and your pricing model determines your profitability.,2013
2013-09-12,/column/do-as-little-as-possible,mobile-multidevice,lgardner,Lyza Danger Gardner,Do as Little as Possible,"I make websites for mobile phones. Or, at least, that’s what I used to say. Nowadays, it’s complicated.",2013
2013-09-10,interviewing-humans,user-research,erikahall,Erika Hall,Interviewing Humans,"The humble one-on-one interview is the basic unit of ethnographic research. The price is right for even the most cash-strapped team, and with practice (plus a few principles) you can gain the knack for it—even if “researcher” is the one title that doesn’t appear on your business card. The great myth is that you need to be a good talker. But conducting a good interview is actually about shutting up. Learn to coax good data from willing humans in our excerpt from Erika Hall’s new book, Just Enough Research.",2013
2013-09-05,/column/the-merry-stormtrooper,business,rainypixels,Nishant Kothary,The Merry Stormtrooper,"“I work at Microsoft,” I said.

“Oh? Ha,” she said. Knife. Twist. It was over.",2013
2013-08-29,/column/good-designers-good-clients,design;process;project-management;workflow-tools,laurakalbag,Laura Kalbag,"Good Designers, Good Clients","In the web community, it often seems like client work is what people do when they need money to fund the projects they really care about. I might be considered an oddball for not aspiring to work in a hip startup or create a product out of a side project. I love working in client services.",2013
2013-08-27,seeing-the-elephant-defragmenting-user-research,information-architecture;interaction-design;usability;user-research,lrosenfeld,Lou Rosenfeld,Seeing the Elephant: Defragmenting User Research,"Silos: good for grain, awful for understanding customer behavior. Just as we favor the research tools that we find familiar and comfortable, large organizations often use research methods that reflect their own internal selection biases. As a result, they miss out on detecting (and confirming) interesting patterns that emerge concurrently from different research silos. And they likely won’t learn something new and important. IA thought leader Lou Rosenfeld explains how balance, cadence, conversation, and perspective provide a framework enabling your research teams to think across silos and achieve powerful insights even senior leadership can understand.",2013
2013-08-27,connected-ux,workflow-tools;information-architecture;user-research,awalter,Aarron Walter,Connected UX,"Your inbox overflows with customer emails suggesting features and improvements. Instead of benefiting, you feel overwhelmed by an unmanageable deluge. You conduct usability tests, user interviews, and competitive analyses, creating and sharing key insights. Yet within months, what you learned has been lost, forgotten, or ignored by someone in a different department. What if you could sift, store, and share all your customer learning in a way that breaks down silos, preserves and amplifies insights, and turns everyone in your organization into a researcher? MailChimp’s user experience director Aarron Walter tells how his team did it. You can, too.",2013
2013-08-22,/column/around-the-www-in-80-minutes,typography-web-fonts,W3C,The W3C,Around the World Wide Web in Eighty Minutes,London-based web designer Phileas Fogg IV has teamed up with his internationalization friend Jean Passepartout III to explore the world’s typographic conventions…,2013
2013-08-15,/column/the-hands-in-the-cookie-jar,user-experience;industry,dsleight,David Sleight,The Hands in the Cookie Jar,"As I write these words, my fiancée and I are just a few weeks away from our wedding day. We’ve been planning the big event for months now, dutifully pushing through a thicket of caterers, photographers, bands, and too many other vendors to mention. And while we’ve been making the rounds online to pore over reviews and double-check details, advertisers have been triangulating our movements.",2013
2013-08-13,defining-a-vision-making-sure-your-work-matters,brand-identity;creativity;web-strategy,russstarke,Russ Starke,Defining a Vision: Making Sure Your Work Matters,"When an architect designs a structure, he or she can be fairly sure the work will endure for decades, maybe even centuries. Here on the web, we’re not so lucky. Knowing how temporary digital creations can be, how can we ensure our work matters? By defining the organization’s vision. This isn’t just about solidifying a mission statement, though. Russ Starke shows you how to help organizations create a detailed story of their future success—and how that story can serve as a compass for both the company and its customers.",2013
2013-08-13,getting-to-flow,business;creativity;project-management,Breandan,Breandán Knowlton,Getting to Flow,"When design and client cultures truly come together, magical and memorable projects emerge. These magic projects aren’t random, though—they happen when you reach a state of flow. The beautiful part is, you can get both yourself and your client into a flow state more often by doing three things: enabling immediate feedback, balancing capability and challenge, and setting clear goals with visible progress. Breandán Knowlton shows you how.",2013
2013-08-08,/column/how-do-you-go-on-vacation,business;workflow-tools,rachelandrew,Rachel Andrew,How Do You Go on Vacation?,"The idea that everyone should get time off away from their business, perhaps even completely disconnected from the internet, is a pervasive one.",2013
2013-08-01,/column/shades-of-discoverability,user-experience;interaction-design;usability,cbowles,Cennydd Bowles,Shades of Discoverability,"Many modern digital products enable complex, emergent behavior, not just pure task completion. We’re building habitats, not just tools; yet we often think of discoverability only in terms of task execution.",2013
2013-07-25,/column/douglas-engelbart,user-experience;interaction-design;usability;workflow-tools,kmcgrane,Karen McGrane,Douglas Engelbart and the Means to an End,"ENIAC, the world’s first programmable digital computer, was completed in 1944. Today, more people have access to mobile phones than have access to toilets. There are more mobile internet users in the developing world than in the developed world.

It took just seventy years to get from a device the size of a two-story building to a device that fits in your pocket.",2013
2013-07-23,following-through-with-post-launch-strategy,content-strategy;business;web-strategy,amentele,Aaron Mentele,Following Through with Post-Launch Strategy,"Design studios have traditionally worked on a “launch and dash” model: we study a client’s business problem; address it in design, UX, and content strategy; inject templates into a CMS; take the money, and run. But while we’ve spent years refining our web and UX practices, we’ve never paid much attention to what happens months after we deliver a site. If we truly want to help the client whose conversions are going flat, it’s time to embrace post-launch strategy—and stop thinking of it as a bundle of shameful SEO tricks that are disconnected from our work. Aaron Mentele shares how his small boutique studio hired a digital strategist, and the benefits that have accrued to the studio as well as its clients.",2013
2013-07-23,client-relationships-and-the-multi-device-web,business;mobile-multidevice;responsive-design;project-management,mattgriffin,Matt Griffin,Client Relationships and the Multi-Device Web,"When you step into the room with a client, you are a visitor from the future. You, web professional, spend your days immersed in the new paradigms of the multi-device web. Yet even for you, the constant change and adjustments that come with living on the internet can feel overwhelming. So how do you think your clients feel? It’s time to shed the vestigial mindsets we’ve inherited from the advertising world—the closed communications and drama of the “big reveal”—and build new systems based on honesty, inclusion, and genuine communication, says Matt Griffin. In this way, our clients will become true partners—rather than confused, anxious bystanders—as we learn to better navigate this strange, evolving digital universe together.",2013
2013-07-11,/column/security-affair,user-experience;information-architecture;application-development;industry,W3C,The W3C,Security Affair,"Apps are shifting more logic to the client, which is changing the security landscape. These are exciting times for the web.",2013
2013-07-09,summer-reading-issue-2013,browsers;content-strategy;state-of-the-web;mobile-multidevice;responsive-design;interaction-design,alastaff,ALA Staff,Summer Reading Issue,"Presenting the second annual ALA Summer Reading Issue—a deep pool of editor’s picks from the recent archives of A List Apart, sprinkled with some of our favorite outside links. This summer’s picks are arranged in clusters that echo the design process, and like all good summer reading, they travel light. (This issue is also available as a Readlist, suitable for reading on Kindle, iPhone, iPad, Readmill, or other ebook reader.) Dive in!",2013
2013-06-27,/column/it-is-what-it-is,process;creativity;project-management;business,rainypixels,Nishant Kothary,It Is What It Is,"One of my first managers — we shall call him Bob — had a saying that used to drive me nuts. To most of my complaints about workplace dysfunctions in our manager-employee one-on-ones, Bob would respond, “It is what it is.”",2013
2013-06-25,dont-poke-the-bear-creating-content-for-sensitive-situations,content;content-strategy;writing,katekieferlee,Kate Kiefer Lee,Don’t Poke the Bear: Creating Content for Sensitive Situations,"Delivering bad news is hard, but it’s part of life and business. We notify customers when we’re out of a product they want to buy, and we send warnings when people violate our companies’ terms of service. God forbid we have to send a system alert because our database was hacked, affecting every one of our users. But these things happen to the best of us. Can you be the bearer of bad news in a way that respects your customers? Learn how to create empathetic content for tricky situations, and shape your internal culture to foster human values of support, respect, and empathy.",2013
2013-06-25,designing-for-services-beyond-the-screen,web-strategy;interaction-design;usability,apolaine,Andy Polaine,Designing for Services Beyond the Screen,"You redesign the website for an airline, but who is designing the check-in machines, the CRM systems used by call center staff, the print materials, or the policies the cabin crew must adhere to? Like it or not,  these channels are part of the overall user experience. Your website or mobile app might be great on its own, but customers experience services in totality, and base their judgments on how well everything works together. Learn to design beyond the screen. By creating visual and tangible artifacts that can be experienced and tested, you can build a bridge between business and design.",2013
2013-06-20,/column/the-local-shops-of-the-web,industry-business;business;interaction-design,rachelandrew,Rachel Andrew,The Local Shops of the Web,"A local shop is part of an ecosystem — here in England we call it the High Street. The owner of a local shop generally has no ambition to become a Tesco or WalMart. She’d rather experience steady growth, building relationships with customers who value what she brings to the community.",2013
2013-06-06,/column/the-alternative-is-nothing,content;user-experience;industry;mobile-multidevice,kmcgrane,Karen McGrane,The Alternative is Nothing,"We’re witnessing one of the latest waves of technological disruption, as mobile devices put access to the internet in the hands of people who previously never had that power.",2013
2013-06-04,designing-for-breakpoints,content-strategy;graphic-design;responsive-design,stephenhay,Stephen Hay,Designing for Breakpoints,"Text, navigation, and tables, oh, my! What’s a responsive web designer to do? How can you confine your design to as few major breakpoints as possible? Where and when will you sketch minor breakpoints? How should you think about content while sketching? Is it possible to sketch on actual devices, and what are the accessibility implications of doing so? The answers to these and other profound questions will be found in this exclusive excerpt from Chapter 7 of Responsive Design Workflow, Stephen Hay’s new book, available now from New Riders.",2013
2013-05-28,/column/on-changing-the-world,user-experience;interaction-design,cbowles,Cennydd Bowles,On Changing the World,"We hear it mostly from proud CEOs and recruiters, as a sweet nothing designed to tempt candidates to drop their counter-offers, or a statement in a desperate pitch deck. We’re changing the world! All it takes is a few hundred fearsome intellects and laptops. Are you in or out?",2013
2013-05-21,writing-testable-javascript,javascript,rmurphey,Rebecca Murphey,Writing Testable JavaScript,"As our JavaScript takes on more and more responsibilities, we need a reliable codebase—one that is thoroughly tested. Integration tests focus on how the pieces of an application work together, but don’t tell us whether individual units of functionality are behaving as expected. That’s where unit testing comes in. And we’ll have a hard time writing unit tests until we start writing testable JavaScript. Rebecca Murphey explains how to save time in the long run by writing cleaner application code and testing, testing, testing.",2013
2013-05-21,the-design-of-code-organizing-javascript,javascript,acolangelo,Anthony Colangelo,The Design of Code: Organizing JavaScript,"Well-designed code is much easier to maintain, optimize, and extend, making for more efficient developers. Three high-level, language-agnostic aspects of code design are key to achieving this nirvana: system architecture, maintainability, and reusability. All three may be attained via the module pattern, whose extensible structure lends itself to a solid system architecture and a maintainable codebase. Anthony Colangelo shows how to craft our code into well-organized components that can be reused in projects to come.",2013
2013-05-09,/column/you-cant-do-everything,business;project-management;workflow-tools,rachelandrew,Rachel Andrew,You Can’t Do Everything,"In any given day I can find myself reading up on a new W3C proposal, fixing an issue with our tax return, coding an add-on for our product, writing a conference presentation, building a server, creating a video tutorial, and doing front end development for one of our sites. Without clients dictating my workload I’m in the enviable position of being able to choose where to focus my efforts. However, I can’t physically do everything.",2013
2013-05-02,/column/wysiwtf,content;html,kmcgrane,Karen McGrane,WYSIWTF,"Arguing for “separation of content from presentation” implies a neat division between the two. The reality, of course, is that content and form, structure and style, can never be fully separated. Anyone who’s ever written a document and played around to see the impact of different fonts, heading weights, and whitespace on the way the writing flows knows this is true. Anyone who’s ever squinted at HTML code, trying to parse text from tags, knows it too.",2013
2013-04-30,even-better-in-browser-mockups-with-node.js,javascript,garann,Garann Means,Even Better In-Browser Mockups with Node.js,"Designing in the browser has all sorts of benefits, like producing more accurate, comprehensive results and removing the extra step of converting from image file to markup and CSS. But even sites designed in a browser still require pasting in content, faking interactions with the server, and creating placeholder JavaScript that isn’t usable on the live site. Wouldn’t it be nice if we could go from just designing layouts and interactions to designing the whole client side of the application during the same process? We can, says Garann Means in the first of two articles explaining how Node.js can streamline your design process.",2013
2013-04-30,node-at-work-a-walkthrough,javascript,garann,Garann Means,Node at Work: A Walkthrough,"In “Even Better In-Browser Mockups with Node.js,” Garann Means explained why Node.js makes designing applications easier and more efficient, and how to get started. Now it’s time to see your new design process in action. In this walkthrough, we’ll build a feature for a mock art store, complete with live demo and GitHub repository. Follow along at home (or in your cubicle) and you’ll have a mockup that mimics the interactions it will have with its production server precisely on the client—without the need for hard-coded data or temporary workarounds.",2013
2013-04-25,/column/digital-publishing-and-the-web,content;user-experience;information-architecture;html,W3C,The W3C,Digital Publishing and the Web,"Electronic books are on the rise everywhere. For some this threatens centuries-old traditions; for others it opens up new possibilities in the way we think about information exchange in general, and about books in particular. Hate it or love it: electronic books are with us to stay.",2013
2013-04-18,/column/passing-on-our-rights,content;industry-business,dsleight,David Sleight,Passing On Our Rights,"Last month, a U.S. District Court handed down a decision that’s pretty awful if you care about consumer rights and digital content.",2013
2013-04-11,/column/hellish-other-people,industry;creativity,cbowles,Cennydd Bowles,Hellish Other People,"Childish, inaccurate, bizarre, and condescending? Perhaps—but you can’t just ignore articles like that. Tomas Chamorro-Premuzic’s Seven Rules for Managing Creative People sets lofty standards for missing the point. At its nadir—“Creatives enjoy making simple things complex, rather than vice versa”—it ranks among the most baffling things ever written about creativity.",2013
2013-04-09,hack-your-maps,javascript;responsive-design;workflow-tools,yhahn,Young Hahn,Hack Your Maps,"Web maps have come a long way. A ubiquitous and critical component of many apps, they’ve also become one of the mobile space’s most successful transplants. The core web map UI paradigm itself—a continuous, pannable, zoomable surface—has even spread beyond mapping to interfaces everywhere. Yet nearly five years since Paul Smith’s landmark article, “Take Control of Your Maps,” web maps are still a blind spot for most web designers. It’s time to integrate maps into our designs in powerful, creative, progressively enhanced new ways. Young Hahn starts us on the journey to map mastery.",2013
2013-04-09,growing-your-design-business,business,jasonblumer,Jason Blumer,Growing Your Design Business,"So you’ve launched your own creative business, and you’re starting to grow. That’s great! But good growth won’t just happen. Just as a junior designer starts with small projects and slowly builds her skills, a new business needs time to mature, test new ideas, and prepare itself, too. If you want to grow in a sustainable, satisfying way, then you need to pay attention to how you’re growing, not just how much. Jason Blumer looks at four common pitfalls of growth in the design industry, and how to avoid them.",2013
2013-04-04,/column/responsive-typography-is-a-physical-discipline,typography-web-fonts,NickSherman,Nick Sherman,"Responsive Typography is a Physical Discipline, But Your Computer Doesn’t Know It (Yet)","For ideal typography, web designers need to know as much as possible about each user’s reading environment. That may seem obvious, but the act of specifying web typography is currently like ordering slices of pizza without knowing how large the slices are or what toppings they are covered with.",2013
2013-04-02,/column/explaining-water-to-fish,process;user-experience,kmcgrane,Karen McGrane,Explaining Water to Fish,"Seems like user-centered design just isn’t all it’s cracked up to be.

We’re told that user-centered design is limiting and we need to look beyond it. It’s just not good enough, because it doesn’t consider all the variables involved. Jared Spool tells us that user-centered design never worked. Even Donald Norman weighs in to discuss ways that human-centered design may be considered harmful.",2013
2013-03-26,like-able-content-spread-your-message-with-third-party-metadata,community;content-strategy;writing,Clinton-Forry,Clinton Forry,“Like”-able Content: Spread Your Message with Third-Party Metadata,"Woman does not share by links alone. Although formatting our content via structural markup makes it accessible across a multitude of platforms, standard HTML by itself offers no means to control how our message will come across when shared on popular social networks. Enter third-party metadata schemas. Facebook’s Open Graph protocol (OG) and Twitter’s Cards are metadata protocols designed to provide a better user experience around content shared on these social platforms. Clinton Forry explains how to use these tools for good.",2013
2013-03-26,material-honesty-on-the-web,brand-identity;graphic-design;information-architecture,Kevin,Kevin Goldman,Material Honesty on the Web,"Material honesty—the idea that a substance should be itself, rather than mimic something else—has guided everyone from Ruskin to Charles and Ray Eames. How might material honesty apply to our immaterial (digital) projects? What light might its principles shed on such aesthetic debates as flat versus skeumorphic web design? And how might a materially honest approach change how we conceive and sell our projects? Kevin Goldman forecasts increased longevity for our work and even our careers if we apply the principles of material honesty to our digital world.",2013
2013-03-19,/column/the-web-on-mobile-and-beyond,mobile-multidevice;information-architecture;interaction-design,W3C,The W3C,The Web on Mobile and Beyond,"People used to stare at me and laugh, back in 2005 when W3C launched its Mobile Web Initiative to advocate the importance of the web to the mobile world. Now I am the one smiling much of the time, as I did most recently during the 2013 edition of the Mobile World Congress (MWC) in Barcelona, one of the largest events to focus on mobile devices and networks.",2013
2013-03-14,/column/they-keep-using-that-word,content;business,dsleight,David Sleight,They Keep Using That Word,"The word “real” gets tossed around a lot when people compare physical objects and digital ones. That’s fine for casual conversation, but when publishers use that kind of sloppy language it reveals serious flaws in how they think about their products and businesses.",2013
2013-03-12,the-era-of-symbol-fonts,graphic-design;typography-web-fonts,briansuda,Brian Suda,The Era of Symbol Fonts,"Welcome to the third epoch in web performance optimization: symbol fonts. Everything from bullets and arrows to feed and social media icons can now be bundled into a single, tiny font file that can be cached and rendered at various sizes without needing multiple images or colors. This has the same caching and file size benefits as a CSS sprite, plus additional benefits we’re only now realizing with high-resolution displays. Discover the advantages and explore the challenges you’ll encounter when using a symbol font.",2013
2013-03-12,improving-ux-through-front-end-performance,css;html;javascript;user-research,larahogan,Lara Hogan,Improving UX Through Front-End Performance,"Adding half a second to a search results page can decrease traffic and ad revenues by 20 percent, says a Google study. For every additional 100 milliseconds of load time, sales decrease by 1 percent, Amazon finds. Users expect pages to load in two seconds—and after three seconds, up to 40 percent will simply leave. The message is clear: we must make performance optimization a fundamental part of how we design, build, and test every site we create—for every device. Design for performance; measure the results.",2013
2013-03-07,/column/better-navigation-through-proprioception,user-experience;interaction-design,cbowles,Cennydd Bowles,Better Navigation Through Proprioception,"Close your eyes and touch your nose. How did you do it? How did you sense where your hand was, and direct it to the right point? You’re not using sight, hearing, taste, smell, or touch (except right at the end). Instead, you’re relying on proprioception: the sense of your body’s position in space, and the position of various parts of the body in relation to each other.",2013
2013-03-05,/column/w3c-is-getting-some-work-done,content-strategy;brand-identity;web-strategy,W3C,The W3C,W3C is Getting Some Work Done,"In 2014, W3C turns 20. In web years that’s something like 200.

We last redesigned the W3C homepage and other top pages in 2008 to provide more content, clearer navigation, and other conventions of site design. But a lot has changed in five years, and we want to revamp the site in time for our twentieth birthday.",2013
2013-02-28,/column/give-a-crap-dont-give-a-fuck,business;creativity,kmcgrane,Karen McGrane,Give a crap. Don’t give a fuck.,"How do you know if you’re doing a good job? There’s always an external way to measure quality—being prepared, attending to the details, listening to the collective wisdom about what it means to do good work. Give a crap about the little things, and you’re good.

What about doing a great job? There’s no checklist, no guidelines that will get you there. Being great means being vulnerable; not giving a fuck about what other people think. It’s harder than it sounds.",2013
2013-02-26,see-what-i-mean,creativity;web-strategy;workflow-tools;interaction-design,kevincheng,Kevin Cheng,See What I Mean,"We’re pleased to share an excerpt from Kevin Cheng’s new book, See What I Mean: How to Use Comics to Communicate Ideas, available now from Rosenfeld Media.",2013
2013-02-22,/column/font-hinting-and-the-future-of-responsive-typography,responsive-design;typography-web-fonts,NickSherman,Nick Sherman,Font Hinting and the Future of Responsive Typography,"Font hinting has been the source of countless headaches for type designers and users. In the meantime, some of the most fundamental and important elements of typography still can’t be addressed with the web of today. Rather than being seen as a tedious chore whose demise will be celebrated, hinting might actually provide the essentials for truly responsive design, and vastly expand the possibilities of digital typography for designers, publishers, and readers.",2013
2013-02-14,/column/the-flirty-medium,community;interaction-design,derekpowazek,Derek Powazek,The Flirty Medium,"Our brave new digital world allows us the freedom to flirt safely, but that’s both good and bad. In this special Valentine’s Day edition of Fertile Medium, we explore online flirting from two different perspectives.",2013
2013-02-12,your-website-has-two-faces,application-development;interaction-design;usability,lylemullican,Lyle Mullican,Your Website has Two Faces,"Your website must serve human and robot masters. An interface that reflects too much of a system’s internals will confuse human users; but if data doesn’t conform to a specific structure, it’s likely to confuse the machines that need to use it. How can your designs serve these very different masters? Jon Postel’s Robustness Principle, although usually applied to low-level protocols like TCP, offers a clue to designing experiences that meet human and machine needs with equal grace. Lyle Mullican explains.",2013
2013-02-12,environmental-design-with-the-device-api,application-development;javascript;the-server-side;mobile-multidevice;interaction-design,timwright12,Tim Wright,Environmental Design with the Device API,"Real-world factors like low batteries and weak signal strength can turn even the most expertly crafted digital experience into a frustrating clustercuss. These factors are beyond your control, and, until recently, there was nothing you could do about them. Now there just may be. Tim Wright explains how to begin improving your users’ experiences under constantly shifting (and sometimes quite dreadful) conditions, via environmental design thinking and the Device API.",2013
2013-02-11,/column/w3c-in-the-wild,industry-business;business;state-of-the-web,W3C,The W3C,W3C in the Wild,"W3C really wants to hear from web designers and developers. We want our specs to be useful to you and to keep up with real-world issues. We’ve set about to broaden our community and to find new feedback channels that work better for busy web professionals. If you’re reading this, you’re part of the community we want to talk with more.",2013
2013-02-07,/column/the-future-is-unevenly-superdistributed,state-of-the-web;workflow-tools,dsleight,David Sleight,The Future is Unevenly Superdistributed,"Tools that give users ever more control over formatting, timeshifting, and sharing will continue to proliferate. This steady growth runs directly counter to the simple, one-to-many broadcast model enjoyed by many publishers in the past.",2013
2013-02-01,/column/looking-beyond-user-centered-design,web-strategy;interaction-design;user-research,cbowles,Cennydd Bowles,Looking Beyond User-Centered Design,"User-centered design has served the digital community well. So well, in fact, that I’m worried its dominance may actually be limiting our field. The terms “user experience design” (UX) and “user-centered design” (UCD) are often used interchangeably. But there’s an important distinction.",2013
2013-01-30,/column/picture-yourself-on-a-boat-in-a-river,community,derekpowazek,Derek Powazek,Picture Yourself in a Boat on a River,"Welcome to Fertile Medium, an advice column for people who live online. Each edition, I’ll take a question from you about living and building social spaces online, and do my best to answer. Want to ask a question? Tweet to @fertilemedium or call (415) 286-5446 and leave a message.",2013
2013-01-25,a-list-apart-relaunches-new-features-new-design,state-of-the-web,zeldman,Jeffrey Zeldman,A List Apart 5.0,"A design that departs from our past and a platform on which to build the future. Welcome to the relaunch of A List Apart, for people who make websites.",2013
2013-01-25,what-we-learned-in-2012,community;state-of-the-web,ourgentlereaders,Our Gentle Readers,What We Learned in 2012,"A new A List Apart means a new design, new features, and renewed excitement about the future. But before plowing full-steam into tomorrow-land, we asked some of our friendly authors and readers to share lessons they learned last year, and how those lessons can help all of us work smarter in 2013.",2013
2013-01-23,/column/windows-on-the-web,content-strategy;mobile-multidevice,kmcgrane,Karen McGrane,Windows on the Web,"You have five minutes while waiting for a friend to meet you for lunch, so you find yourself shopping for a new pair of shoes. When your friend arrives, you put the phone away, but leave the web page open to help you remember what you found when you get home.",2013
2012-12-18,vexing-viewports,state-of-the-web;mobile-multidevice,lwroblewski;lgardner;peterpaulkoch;stephrieger,Luke Wroblewski;Lyza Danger Gardner;Peter-Paul Koch;Stephanie Rieger,Vexing Viewports,"Each week, new devices appear with varying screen sizes, pixel densities, input types, and more. As developers and designers, we agree to use standards to mark up, style, and program what we create. Browser makers in turn agree to support those standards and set defaults appropriately, so we can hold up our end of the deal. This agreement has never been more important. That’s why it hurts when a device or browser maker does something that goes against our agreement—especially when they’re a very visible and trusted friend of the web like Apple. Peter-Paul Koch, Lyza Danger Gardner, Luke Wroblewski, and Stephanie Rieger explain why Apple’s newest tablet, the iPad Mini, creates a vexing situation for people who are trying to do the right thing and build flexible, multi-device experiences.",2012
2012-12-04,translation-is-ux,content-strategy;accessibility;usability;user-research,alefeuvre,Antoine Lefeuvre,Translation is UX,"We—the people who make websites—now study almost every aspect of our trade, from content and usability to art direction and typography. Our attention to detail has never been greater as we strive to provide the best possible experience. Yet many users still experience products that lack personality or are difficult to understand. They are users of a translated version. While good localization boosts conversion rates, bad or partial translation may ruin a user experience, giving people an uneasy feeling about the whole company. If we care equally about all our users, it’s time we start thinking of translation as something slightly more complex than a word-to-word job. Antoine Lefeuvre shares why translation matters, and what it takes to get it right.",2012
2012-12-04,designing-contracts-for-the-xxi-century,business;project-management;workflow-tools,vpicciafuoco,Veronica Picciafuoco,Designing Contracts for the XXI Century,"A design contract is like a business card—it comes from the same desk, and bears the same creative mark. But it’s also the business card you hate handing out: a folder of legal gibberish with terrible formatting that reminds the client of everything that could possibly go wrong before the work has even started. If we want to address the readability problems unique to our era—and improve communication with our clients—then it’s time we fix the language, layout, and typesetting of our contracts. And who better than designers to do it? Veronica Picciafuoco shows how modernizing your contract to match your carefully crafted brand can also help you reach an agreement faster, and even strengthen your position when negotiating.",2012
2012-11-14,universal-design-irl,industry;state-of-the-web,sboettcher,Sara Wachter-Boettcher,Universal Design IRL,"We talk a lot about building a web that’s accessible to anyone—a web that serves more of us, more fully. But are our own events and conferences as inclusive as the web we’re all working toward? Sara Wachter-Boettcher explores how we can improve the design of our own community.",2012
2012-11-14,becoming-better-communicators,business;creativity;project-management,inayailideleon,Inayaili de Leon,Becoming Better Communicators,"As designers, we already know how to communicate with users in a language they understand. Yet, we often don’t do this when communicating with those whom our work requires us to talk to every day: our own colleagues. Inayaili de León shows us why—and how we can build the human relationships and shared vocabularies we need to get better at it.",2012
2012-11-05,uncle-sam-wants-you-to-optimize-your-content-for-mobile,content-strategy;writing;mobile-multidevice;accessibility,kmcgrane,Karen McGrane,Uncle Sam Wants You (to Optimize Your Content for Mobile),"Thirty-one percent of Americans who access the internet from a mobile device say that’s the way they always or mostly go online. For this group, if your content doesn’t exist on mobile, it doesn’t exist at all. The U.S. government has responded with a broad initiative to make federal website content mobile-friendly. Karen McGrane explains why this matters—and what you can learn from it.",2012
2012-11-05,your-content-now-mobile,content-strategy;writing;mobile-multidevice,kmcgrane,Karen McGrane,"Your Content, Now Mobile","Making your content mobile-ready isn’t easy, but if you take the time now to examine your content and structure it for maximum flexibility and reuse, you’ll have stripped away all the bad, irrelevant bits, and be better prepared the next time a new gadget rolls around. This excerpt from Karen McGrane’s new book, Content Strategy for Mobile, will help you get started.",2012
2012-10-16,the-infinite-grid,layout-grids;mobile-multidevice;responsive-design;interaction-design,chrisarmstrong,Chris Armstrong,The Infinite Grid,"Grid systems are a key component of graphic design, but they’ve always been designed for canvases with fixed dimensions. Until now. Today you’re designing for a medium that has no fixed dimensions, a medium that can and will shape-shift to better suit its environment—a medium capable of displaying a single layout on a smartphone, a billboard in Times Square, and everything in between. You’re designing for an infinite canvas—and for that, you need an infinite grid system. Discover techniques and guidelines that can help bring structure to your content whatever the screen size.",2012
2012-10-16,responsive-comping-obtaining-signoff-with-mockups,css;html;mobile-multidevice;responsive-design;project-management;workflow-tools,mattgriffin,Matt Griffin,Responsive Comping: Obtaining Signoff without Mockups,"If you’re making websites, chances are you’ve given some thought to what constitutes a responsive-friendly design process—and you’ve probably found that adding a mockup for every breakpoint isn’t a sustainable approach. Designing in code sounds like the answer, but you may be mystified at where to begin—or feel unmoored and disoriented at the prospect of giving up the approach you’ve long relied on. Enter responsive comping. This new, mockup-less web design process makes it easy to get that Photoshop monkey off your back, and have a fresh new beginning with your old friend the web browser.",2012
